949	823
600	813
857	736
826	508
818	373
856	76
863	665
338	811
868	799
873	319
819	152
297	869
369	846
818	237
821	285
857	539
852	927
858	663
965	992
319	873
819	409
725	885
849	323
826	552
295	804
862	40
575	808
175	814
855	43
840	379
981	988
985	1014
828	837
818	484
806	243
853	9
855	735
710	807
716	798
114	819
803	106
803	170
826	790
850	220
957	928
801	931
468	821
834	941
494	826
863	204
153	814
885	208
816	7
858	763
827	626
832	652
851	118
846	358
985	1014
839	123
830	732
852	465
825	408
476	845
846	400
867	904
855	318
804	623
360	848
865	820
673	845
881	918
841	179
821	530
858	763
685	839
839	277
810	901
804	698
889	726
813	21
1000	960
822	890
814	480
859	498
850	138
811	447
814	439
849	404
851	22
810	938
610	833
848	234
1028	958
863	162
868	115
868	352
814	175
830	680
861	679
628	875
821	519
862	283
840	782
460	826
873	485
864	501
298	826
8	803
879	245
184	822
508	826
870	904
865	196
848	715
233	833
506	803
842	131
854	101
830	709
978	1024
810	811
801	281
823	949
189	804
303	850
823	272
957	1033
864	674
813	137
798	702
840	10
805	779
815	830
383	833
132	835
343	850
839	659
840	788
815	957
817	357
845	262
868	306
756	808
492	835
944	804
851	136
1025	967
838	904
801	742
835	27
450	833
846	481
844	609
1025	1016
857	828
872	957
781	839
205	813
801	254
857	539
810	499
835	540
833	36
833	382
835	5
814	178
819	320
953	863
874	880
802	590
985	1008
803	270
832	431
307	819
832	209
699	808
860	226
832	652
808	772
932	880
168	850
876	876
864	333
842	179
882	701
826	80
823	10
798	58
962	1037
819	469
962	1010
810	133
858	38
814	434
827	907
807	771
822	84
813	728
566	880
679	861
828	236
879	238
809	3
852	631
537	814
802	11
838	942
706	873
857	830
808	13
851	454
59	850
878	475
852	340
801	347
854	125
832	534
814	769
808	13
225	878
588	840
835	786
186	882
839	633
837	956
805	94
876	459
831	127
803	506
960	1022
852	456
849	200
490	868
855	406
330	832
862	17
849	130
852	390
861	973
855	318
884	173
803	385
820	636
824	797
832	308
633	839
787	823
954	799
835	165
373	818
57	869
832	724
488	832
869	297
857	700
833	610
823	79
276	859
830	729
858	266
836	871
815	535
155	854
816	404
869	749
813	503
323	849
26	834
943	863
845	117
824	532
799	868
806	589
988	981
832	193
962	982
993	578
889	606
801	412
820	642
834	920
593	800
810	250
822	184
814	60
805	608
251	869
856	695
839	407
255	883
221	808
203	814
800	593
804	471
826	871
860	761
733	851
867	242
864	361
976	971
820	56
802	327
803	8
834	430
820	568
809	694
841	75
96	883
109	816
885	208
839	277
825	639
48	845
844	835
860	368
877	563
914	814
376	807
873	319
509	819
801	248
888	683
335	863
840	788
726	889
873	706
889	696
1025	1016
839	659
828	127
858	387
848	684
815	555
889	594
835	533
834	844
814	480
811	250
813	924
804	944
862	541
831	835
461	813
799	201
880	717
863	900
388	804
856	531
379	840
808	518
846	358
374	805
169	880
848	516
279	847
800	244
860	774
804	561
859	688
817	637
856	336
823	569
880	394
871	196
878	47
815	773
848	148
883	624
818	504
819	320
823	787
816	849
826	236
1034	985
852	248
813	205
822	124
798	892
810	577
812	711
798	247
833	830
884	462
493	848
644	861
467	835
842	171
846	768
809	712
573	834
825	583
825	731
826	952
818	259
832	417
1025	968
847	279
873	227
46	857
873	948
165	835
856	256
16	804
827	907
799	523
853	200
848	477
844	956
400	846
414	851
831	905
859	947
835	926
807	376
813	429
860	107
859	370
834	573
854	545
806	423
844	579
823	200
997	1001
821	714
798	14
924	813
663	858
1028	983
146	832
711	812
838	837
832	330
413	808
869	73
167	875
960	960
800	886
275	804
805	752
906	856
697	875
519	821
1009	962
817	67
978	961
802	785
869	29
816	412
816	82
812	711
856	525
815	242
672	861
815	535
846	768
809	32
813	667
854	911
878	200
819	559
848	477
853	9
865	544
641	816
839	693
856	336
875	697
869	241
190	812
1025	998
857	792
791	823
821	391
981	984
819	317
825	375
878	649
49	807
838	576
855	812
962	966
855	223
694	809
846	500
962	321
164	803
856	615
852	140
799	955
719	798
814	914
962	960
866	902
51	889
870	651
887	198
839	123
1012	970
854	151
819	469
845	766
829	732
31	826
997	987
845	200
808	529
141	813
18	817
861	686
734	802
231	873
1028	1011
834	940
199	851
834	62
805	435
865	815
957	1035
863	703
174	855
875	628
883	255
856	331
880	566
850	97
86	861
873	55
808	413
861	751
850	138
818	713
854	290
960	1026
554	849
819	367
819	720
868	764
849	130
854	161
409	819
801	14
818	504
878	475
444	832
981	972
618	817
848	360
850	314
485	873
820	426
864	246
873	485
453	832
785	802
835	467
402	819
803	270
782	840
798	247
900	863
839	355
861	284
960	815
270	803
885	395
536	847
804	613
974	976
395	885
834	835
855	735
844	576
503	813
482	878
814	497
937	885
832	453
873	706
800	378
962	1018
815	871
881	874
814	912
846	144
888	880
873	541
804	291
844	236
850	168
424	806
873	777
860	107
859	947
684	848
649	878
803	212
671	846
857	700
857	834
843	75
866	441
798	892
339	861
826	460
825	356
254	801
873	556
635	802
814	607
845	744
810	762
818	411
823	886
744	845
840	572
830	957
1028	1021
547	840
860	4
1028	1006
884	300
811	558
832	401
808	699
283	862
866	902
876	263
848	474
1012	980
863	953
826	31
844	837
967	1025
1026	960
840	580
149	851
862	40
66	799
799	647
345	805
802	723
806	951
844	398
806	931
802	176
813	936
317	819
845	904
823	569
415	840
371	843
880	169
869	749
336	856
981	1029
855	406
1036	960
406	855
838	835
328	864
844	579
582	822
844	834
839	129
845	473
708	819
845	941
979	1012
472	823
877	179
845	117
902	866
528	851
835	492
860	599
835	492
846	776
867	942
430	834
873	451
846	522
428	813
872	835
823	874
803	294
810	447
822	184
840	547
326	848
844	926
851	296
813	868
858	38
885	395
863	900
820	677
863	511
805	94
61	799
843	640
856	524
688	859
136	851
861	686
44	860
865	268
815	576
833	346
957	1022
691	805
825	384
854	574
993	960
868	813
840	718
808	674
867	820
1028	959
680	830
815	28
479	821
401	832
985	989
892	798
838	609
810	228
875	386
960	1026
850	59
632	807
1028	1011
861	739
802	134
840	668
267	843
696	889
173	884
852	562
961	978
814	60
852	315
1007	962
879	370
972	981
855	110
862	283
851	136
816	265
843	563
701	882
873	227
808	575
846	551
802	457
823	472
885	39
603	799
873	231
816	332
616	851
819	402
875	628
832	401
981	1002
855	43
73	869
977	993
813	205
870	546
85	819
852	778
439	814
882	186
849	342
532	824
815	829
819	650
799	670
809	694
817	637
800	396
880	355
864	704
625	802
53	823
855	223
933	806
848	341
847	705
804	561
837	576
821	479
808	397
872	229
808	135
329	821
558	811
801	281
1028	986
747	876
878	225
865	548
820	830
811	762
848	341
839	629
854	200
811	316
801	759
861	679
913	853
570	876
960	1036
960	1019
863	162
848	326
810	240
727	855
811	558
813	182
802	785
908	853
850	220
823	787
878	482
815	773
868	289
227	873
803	170
884	311
885	935
822	553
144	846
858	266
808	772
839	633
736	857
65	860
851	682
857	207
838	815
819	152
873	37
731	825
822	582
531	856
803	530
831	942
753	873
826	31
853	913
259	818
125	854
858	147
843	267
1008	985
47	878
845	875
749	869
852	456
799	219
981	1013
807	710
921	823
705	847
804	826
1027	976
851	733
222	839
481	846
826	957
817	661
814	912
834	648
810	939
868	306
825	583
58	798
846	400
877	510
101	854
833	610
861	284
805	304
849	323
800	378
799	617
702	798
805	608
872	229
436	878
852	370
830	815
841	563
560	839
805	309
856	158
804	350
818	789
811	12
825	894
848	92
308	832
826	494
721	818
821	329
857	956
836	829
811	338
853	521
720	819
445	830
846	671
820	426
801	543
830	27
856	903
811	240
870	674
834	430
832	895
855	100
884	770
474	848
804	471
847	363
845	744
821	468
957	1035
863	665
220	850
804	388
962	1009
870	433
819	166
886	931
693	839
39	885
840	464
779	805
856	249
818	774
815	483
861	200
263	876
896	852
40	862
869	869
7	816
852	91
739	861
139	889
868	33
861	904
803	211
825	375
833	750
798	719
835	242
834	815
981	988
846	372
368	860
821	730
201	799
798	478
846	656
611	847
865	829
84	822
845	25
526	819
805	752
798	812
876	2
827	929
803	931
823	949
985	1008
808	24
313	854
861	672
880	932
811	12
857	207
45	849
810	133
873	643
872	920
878	195
818	381
1032	997
816	347
651	870
854	362
316	811
876	2
805	925
808	246
623	804
819	650
861	22
845	737
821	278
517	824
804	16
823	921
715	848
850	200
818	286
834	576
806	514
814	537
844	288
897	825
559	819
483	815
768	846
1018	962
556	873
364	854
981	1002
810	68
824	868
820	196
845	213
496	839
828	904
858	377
423	806
232	885
868	585
883	527
800	50
880	692
820	5
818	713
821	329
282	889
861	681
819	85
873	595
959	1028
971	976
872	904
857	687
820	337
997	1005
968	1025
819	114
848	148
802	625
957	1001
885	937
876	263
868	490
855	174
375	825
869	57
865	871
870	651
866	917
639	825
922	851
835	576
686	861
835	196
860	381
832	592
805	597
799	64
195	878
1025	1017
805	584
811	939
802	457
587	834
840	172
638	862
801	543
883	255
833	750
664	845
459	876
1025	967
836	844
346	833
861	393
844	829
874	403
735	855
804	658
811	228
851	528
856	829
760	845
802	176
857	630
863	511
819	85
825	931
872	455
830	729
437	856
828	905
856	906
805	6
976	974
851	417
861	81
1017	1025
796	810
305	848
835	601
138	850
211	803
870	19
56	820
1012	964
840	718
91	852
156	884
825	322
819	200
810	387
885	765
858	185
551	846
803	212
875	875
832	214
819	307
824	517
868	936
134	802
840	150
825	639
324	826
808	792
854	290
804	658
889	726
866	596
963	978
818	0
981	1030
351	814
813	182
90	798
815	820
884	156
854	359
819	678
730	821
592	832
252	857
799	88
830	680
829	940
858	377
854	911
868	653
854	155
846	742
947	859
834	829
826	576
458	846
889	282
816	163
798	702
808	775
978	1024
880	932
993	977
620	826
1006	1028
840	379
799	66
805	435
813	463
78	814
853	674
814	143
866	441
976	1027
874	510
815	834
594	889
612	846
434	814
808	253
695	856
850	59
962	1018
804	16
810	499
3	809
832	895
807	49
889	487
816	109
923	850
865	581
976	974
692	880
835	815
868	352
505	830
919	814
848	493
826	80
824	567
985	991
1025	1017
869	57
824	87
147	858
857	252
829	904
535	815
834	236
1011	1028
856	615
866	660
862	206
142	883
883	624
852	340
857	127
888	102
815	269
299	848
869	197
997	987
124	822
832	488
813	600
294	803
803	385
989	985
234	848
864	589
807	710
813	21
804	613
790	826
820	236
848	305
799	954
572	840
821	730
803	145
851	733
814	78
981	1029
835	132
466	805
886	507
883	96
266	858
802	635
500	846
848	794
799	954
828	857
1003	960
798	90
817	18
188	805
464	840
814	78
816	513
991	985
837	844
799	670
873	550
815	35
130	849
803	365
976	996
811	809
515	807
87	824
333	864
821	519
848	516
811	121
878	780
840	415
886	69
864	501
42	804
655	815
284	861
652	832
849	45
960	1003
850	923
802	795
925	805
855	910
837	127
431	832
527	883
852	562
799	200
962	1009
813	461
758	809
962	1007
804	42
824	87
848	493
848	326
847	536
875	167
856	695
819	509
845	473
826	620
814	434
826	722
885	614
804	388
859	432
809	758
170	803
850	303
805	691
820	576
833	233
844	196
866	660
840	668
945	808
143	814
1021	1028
1028	1006
403	874
1024	978
838	920
683	888
834	942
993	861
878	47
759	801
978	961
876	747
834	871
850	669
832	724
829	926
814	607
565	884
845	737
808	518
847	611
856	76
738	830
867	576
808	775
826	620
837	288
802	348
845	578
296	851
833	280
859	276
852	896
806	166
806	93
806	933
818	721
819	409
848	299
840	745
157	873
853	913
814	203
960	1003
818	286
883	142
501	864
845	673
801	254
873	783
802	495
861	104
814	909
823	272
806	514
813	300
862	638
826	790
867	196
63	812
823	791
784	856
842	640
823	192
597	805
257	848
617	799
845	48
643	873
805	188
868	120
830	445
98	885
802	111
158	856
821	714
648	834
957	936
825	897
13	808
958	1028
855	418
861	644
1025	998
826	298
817	618
880	169
873	202
67	817
137	813
852	390
798	218
962	1020
819	509
804	350
860	65
839	685
11	802
997	1005
803	294
828	871
1020	962
852	246
502	807
590	802
808	221
162	863
743	798
822	553
842	75
809	757
1012	1001
854	812
833	280
583	825
520	798
427	835
310	808
181	877
119	821
824	1
868	20
812	63
873	451
812	63
814	351
813	141
814	919
851	922
856	256
844	398
832	308
830	505
855	41
783	873
477	848
855	200
1	824
860	44
859	946
889	606
882	541
854	364
951	806
831	353
878	436
853	908
806	301
871	576
823	438
841	171
148	848
771	807
829	905
810	796
802	11
877	380
818	373
805	374
654	821
723	802
818	721
661	817
622	859
177	861
811	274
804	690
807	376
957	960
306	868
827	929
780	878
865	942
870	433
874	640
801	707
869	251
815	269
799	103
881	271
873	231
965	936
123	839
845	808
216	846
833	383
836	905
831	857
808	413
843	371
886	69
981	999
875	910
808	221
475	878
976	971
854	125
21	813
845	48
976	1027
863	335
865	548
962	982
808	699
440	833
865	835
1023	976
356	825
879	449
981	960
834	732
596	866
845	25
805	466
775	808
813	88
38	858
861	512
657	863
881	801
852	91
816	82
825	915
851	922
807	632
815	483
839	629
807	502
807	771
813	463
832	209
799	103
814	175
855	41
857	410
816	349
626	827
976	994
799	115
820	260
806	689
814	153
840	415
844	905
798	58
687	857
994	976
516	848
861	598
849	74
521	853
870	930
824	258
698	804
805	448
813	428
819	421
814	919
247	798
1014	985
815	555
833	871
806	424
839	129
888	586
813	653
805	345
819	317
802	886
624	883
801	200
861	104
798	420
850	245
816	513
858	449
605	852
851	34
815	835
861	644
89	826
830	505
1028	986
825	634
976	994
260	820
847	536
550	873
820	957
212	803
871	815
833	382
835	844
812	190
117	845
808	253
804	42
856	405
754	802
197	869
811	316
821	200
884	173
871	904
833	928
957	1033
788	840
569	823
836	940
814	203
873	777
814	497
390	852
845	664
538	808
808	575
334	888
861	993
799	603
805	180
881	200
852	54
884	311
825	748
834	26
820	636
851	99
889	696
700	857
852	927
133	810
836	904
865	904
552	826
805	345
548	865
838	957
802	635
878	482
833	440
813	600
851	528
848	257
1029	981
847	611
1028	1021
832	146
878	344
858	147
94	805
851	34
473	845
301	806
815	952
763	858
885	98
802	621
745	840
832	214
848	675
823	192
855	230
802	734
859	755
808	498
860	491
804	690
820	260
670	799
985	1034
416	867
830	235
804	295
608	805
831	419
888	334
833	36
870	126
841	510
957	983
834	904
840	588
882	881
824	517
841	380
810	796
820	677
830	235
852	140
512	861
841	640
399	865
861	672
976	990
840	302
107	860
965	1030
854	161
832	193
848	234
821	479
873	595
838	732
176	802
495	802
491	860
773	815
821	278
962	1010
815	196
714	821
840	14
850	923
868	764
800	593
237	818
978	963
859	108
386	875
839	662
799	523
805	309
293	823
846	372
835	165
996	976
311	884
807	502
511	863
839	685
895	832
810	274
112	846
887	931
845	760
765	885
546	870
863	703
645	808
865	405
861	177
985	1034
811	338
805	691
964	1012
850	886
224	805
820	904
830	5
816	342
856	187
879	238
857	578
737	845
798	743
819	367
823	438
821	468
857	815
819	708
484	818
868	289
568	820
814	194
873	753
873	157
229	872
816	332
802	734
985	995
965	992
811	916
808	113
848	715
448	805
871	957
824	955
800	396
845	476
857	905
835	540
813	728
817	618
553	822
860	549
54	852
848	257
804	623
584	805
826	200
816	7
803	8
882	449
851	77
997	975
860	65
814	351
819	689
808	945
825	384
825	915
835	920
523	799
385	803
801	389
846	671
903	856
800	425
869	241
844	920
722	826
883	142
804	189
832	105
846	216
857	410
873	157
432	859
805	188
363	847
285	821
816	71
839	662
802	244
838	844
607	814
636	820
833	183
861	682
829	815
1005	997
957	969
833	450
1012	980
861	86
465	852
812	95
846	369
857	619
595	873
960	904
851	149
843	171
823	53
846	898
359	854
129	839
832	330
717	880
529	808
878	780
798	261
806	423
995	985
808	83
992	965
81	861
854	155
867	957
803	164
985	1031
325	813
985	991
866	596
867	416
864	333
864	704
807	93
809	3
850	343
813	325
817	264
819	720
840	292
818	761
840	404
863	953
857	732
813	137
846	112
855	100
840	422
819	526
808	538
840	588
365	803
802	754
555	815
878	225
817	357
1012	970
998	1025
292	840
487	889
835	956
798	392
230	855
885	765
827	893
985	999
870	217
822	740
853	154
854	151
837	905
882	874
885	614
2	876
889	139
811	68
821	391
819	708
614	885
803	145
813	924
820	601
838	820
1025	1030
798	95
808	529
868	20
873	449
859	432
885	937
870	546
816	931
846	612
865	826
820	337
804	452
817	67
677	820
1012	960
969	957
337	820
847	705
848	474
806	301
513	816
835	786
856	784
818	411
827	666
813	33
280	833
863	657
820	568
981	1013
852	315
834	648
849	425
854	359
833	383
161	854
819	114
825	897
256	856
805	779
24	808
861	81
840	748
823	921
821	654
209	832
842	563
808	397
806	631
478	798
798	160
973	861
543	801
239	833
802	442
823	293
827	626
859	946
877	171
807	515
840	886
885	935
389	801
798	489
741	879
848	571
865	918
867	815
214	832
855	727
861	177
826	89
861	973
835	578
909	814
846	244
844	904
833	957
320	819
861	739
851	419
876	459
850	343
764	868
789	818
856	870
985	1031
811	577
801	759
985	989
182	813
870	19
846	627
823	287
870	746
805	466
851	751
884	565
833	215
854	545
669	850
658	804
808	756
842	380
810	809
818	793
855	727
194	814
770	884
849	302
852	605
818	484
825	894
851	15
803	118
848	602
813	797
870	576
856	904
832	444
867	952
935	885
865	268
850	669
808	24
852	899
839	560
861	15
862	17
411	818
407	839
103	799
499	810
876	570
223	855
350	804
839	222
668	840
55	873
281	801
210	805
452	804
755	859
846	458
769	814
80	826
191	818
646	840
917	866
291	804
970	1012
178	814
238	879
579	844
647	799
772	808
946	859
392	798
804	275
862	564
258	824
539	857
613	804
833	239
884	676
899	852
441	866
202	873
571	848
318	855
966	962
835	427
433	870
574	854
204	863
187	856
830	738
410	857
92	848
327	802
367	819
36	833
249	856
378	800
497	814
885	232
446	855
23	830
839	496
794	848
681	861
20	868
915	825
135	808
391	821
984	981
140	852
1015	1025
793	818
1019	960
750	833
885	72
105	832
865	399
277	839
894	825
480	814
666	827
857	46
286	818
650	819
816	641
821	119
215	833
659	839
113	808
1002	981
396	800
71	816
634	825
100	855
451	873
930	870
331	856
825	52
268	865
975	997
522	846
799	61
514	806
627	846
344	878
110	855
1016	1025
826	324
264	817
907	827
435	805
728	813
60	814
562	852
1037	962
795	802
1031	985
1004	1012
332	816
642	820
9	853
207	857
358	846
309	805
443	876
707	801
462	884
272	823
525	856
69	886
656	846
489	798
713	818
1010	962
816	887
193	832
678	819
261	798
567	824
278	821
667	813
128	826
665	863
104	861
718	840
534	832
929	827
217	870
629	839
740	822
418	855
927	852
19	870
152	819
315	852
960	1000
746	870
997	1032
986	1028
397	808
729	830
533	835
724	832
950	870
25	845
372	846
290	854
0	818
545	854
615	856
456	852
703	863
982	962
805	224
99	851
29	869
226	860
28	815
353	831
192	823
287	823
504	818
172	840
269	815
41	855
471	804
893	827
637	817
271	881
235	830
660	866
916	811
690	804
540	835
354	869
891	814
43	855
145	803
393	861
83	808
709	830
